MS Band Data Logger 2017-3-29
Time Stamp,Band Contact,Skin Temperature(C),Resistivity(Kohms)
05:12:38,WORN,34.760,11641
05:12:43,WORN,34.760,11564
05:12:44,WORN,34.770,11564
05:12:48,WORN,34.770,11487
05:12:53,WORN,34.770,11449
05:12:58,WORN,34.770,11374
05:13:03,WORN,34.770,11300
05:13:08,WORN,34.770,11226
05:13:13,WORN,34.770,11190
05:13:14,WORN,34.770,11190
05:13:18,WORN,34.770,11118
05:13:23,WORN,34.770,11047
05:13:28,WORN,34.770,11011
05:13:33,WORN,34.770,10941
05:13:38,WORN,34.770,10872
05:13:43,WORN,34.770,10804
05:13:44,WORN,34.780,10804
05:13:48,WORN,34.780,10872
05:13:53,WORN,34.780,10804
05:13:58,WORN,34.780,10669
05:14:03,WORN,34.780,10636
05:14:07,WORN,34.780,10570
05:14:13,WORN,34.780,10538
05:14:14,WORN,34.790,10538
05:14:18,WORN,34.790,10473
05:14:22,WORN,34.790,10409
05:14:28,WORN,34.790,10441
05:14:33,WORN,34.790,10409
05:14:37,WORN,34.790,10283
05:14:43,WORN,34.790,10221
05:14:45,WORN,34.790,10221
05:14:48,WORN,34.790,10191
05:14:52,WORN,34.790,10130
05:14:57,WORN,34.790,10130
05:15:03,WORN,34.790,10130
05:15:07,WORN,34.790,10070
05:15:12,WORN,34.790,9922
05:15:15,WORN,34.820,9922
05:15:18,WORN,34.820,9893
05:15:22,WORN,34.820,9835
05:15:27,WORN,34.820,9864
05:15:33,WORN,34.820,11412
05:15:37,WORN,34.820,9981
05:15:42,WORN,34.820,68423
05:15:45,WORN,34.890,68423
05:15:47,WORN,34.890,10252
05:15:52,WORN,34.890,10070
05:15:57,WORN,34.890,9778
05:16:02,WORN,34.890,9583
05:16:07,WORN,34.890,9369
05:16:12,WORN,34.890,9265
05:16:15,WORN,34.890,9265
05:16:17,WORN,34.890,9039
05:16:22,WORN,34.890,8917
05:16:27,WORN,34.890,8869
05:16:32,WORN,34.890,8706
05:16:37,WORN,34.890,8615
05:16:42,WORN,34.890,8547
05:16:45,WORN,34.890,8547
05:16:47,WORN,34.890,8459
05:16:52,WORN,34.890,8372
05:16:57,WORN,34.890,8372
05:17:02,WORN,34.890,8246
05:17:07,WORN,34.890,8246
05:17:12,WORN,34.890,8102
05:17:15,WORN,34.890,8102
05:17:17,WORN,34.890,8061
05:17:22,WORN,34.890,8082
05:17:27,WORN,34.890,8002
05:17:32,WORN,34.890,7904
05:17:37,WORN,34.890,7846
05:17:42,WORN,34.890,7808
05:17:45,WORN,34.890,7808
05:17:47,WORN,34.890,7846
05:17:52,WORN,34.890,7808
05:17:57,WORN,34.890,7770
05:18:02,WORN,34.890,7714
05:18:07,WORN,34.890,7752
05:18:12,WORN,34.890,7587
05:18:15,WORN,34.870,7587
05:18:17,WORN,34.870,7587
05:18:22,WORN,34.870,7569
05:18:27,WORN,34.870,7605
05:18:31,WORN,34.870,7515
05:18:37,WORN,34.870,7462
05:18:42,WORN,34.870,7497
05:18:45,WORN,34.870,7497
05:18:46,WORN,34.870,7462
05:18:52,WORN,34.870,7376
05:18:57,WORN,34.870,7410
05:19:01,WORN,34.870,7342
05:19:07,WORN,34.870,7291
05:19:12,WORN,34.870,7342
05:19:15,WORN,34.870,7342
05:19:16,WORN,34.870,7241
05:19:21,WORN,34.870,7258
05:19:27,WORN,34.870,7224
05:19:31,WORN,34.870,7159
05:19:36,WORN,34.870,7208
05:19:42,WORN,34.870,7110
05:19:45,WORN,34.860,7110
05:19:46,WORN,34.860,7258
05:19:51,WORN,34.860,45545
05:19:57,WORN,34.860,34929
05:20:01,WORN,34.860,106789
05:20:06,WORN,34.860,73472
05:20:11,WORN,34.860,60134
05:20:15,WORN,34.770,60134
05:20:16,WORN,34.770,50848
05:20:21,WORN,34.770,46627
05:20:26,WORN,34.770,44511
05:20:31,WORN,34.770,42115
05:20:36,WORN,34.770,40373
05:20:41,WORN,34.770,38766
05:20:45,WORN,34.720,38766
05:20:46,WORN,34.720,37641
05:20:51,WORN,34.720,36578
05:20:56,WORN,34.720,35571
05:21:01,WORN,34.720,34617
05:21:06,WORN,34.720,33711
05:21:11,WORN,34.720,32573
05:21:15,WORN,34.700,32573
05:21:16,WORN,34.700,30267
05:21:21,WORN,34.700,28897
05:21:26,WORN,34.700,27845
05:21:31,WORN,34.700,27054
05:21:36,WORN,34.700,26489
05:21:41,WORN,34.700,26125
05:21:45,WORN,34.700,26125
05:21:46,WORN,34.700,25597
05:21:51,WORN,34.700,25256
05:21:56,WORN,34.700,24760
05:22:01,WORN,34.700,24600
05:22:06,WORN,34.700,23975
05:22:11,WORN,34.700,23674
05:22:16,WORN,34.720,23674
05:22:16,WORN,34.720,23236
05:22:21,WORN,34.720,23094
05:22:26,WORN,34.720,22676
05:22:31,WORN,34.720,22540
05:22:36,WORN,34.720,22011
05:22:40,WORN,34.720,21755
05:22:46,WORN,34.720,21505
05:22:46,WORN,34.770,21505
05:22:51,WORN,34.770,21260
05:22:55,WORN,34.770,21021
05:23:01,WORN,34.770,20787
05:23:06,WORN,34.770,20557
05:23:10,WORN,34.770,20222
05:23:16,WORN,34.770,20113
05:23:16,WORN,34.790,20113
05:23:21,WORN,34.790,19897
05:23:25,WORN,34.790,19686
05:23:30,WORN,34.790,19277
05:23:36,WORN,34.790,17788
05:23:40,WORN,34.790,36925
05:23:45,WORN,34.790,18051
05:23:46,WORN,34.840,18051
05:23:51,WORN,34.840,14340
05:23:55,WORN,34.840,15995
05:24:00,WORN,34.840,15925
05:24:06,WORN,34.840,15650
05:24:10,WORN,34.840,15384
05:24:15,WORN,34.840,15318
05:24:16,WORN,34.790,15318
05:24:20,WORN,34.790,15125
05:24:25,WORN,34.790,14937
05:24:30,WORN,34.790,14814
05:24:35,WORN,34.790,14633
05:24:40,WORN,34.790,14574
05:24:45,WORN,34.790,14398
05:24:46,WORN,34.790,14398
05:24:50,WORN,34.790,14283
05:24:55,WORN,34.790,14058
05:25:00,WORN,34.790,13948
05:25:05,WORN,34.790,13786
05:25:10,WORN,34.790,13681
05:25:15,WORN,34.790,13576
05:25:16,WORN,34.840,13576
05:25:20,WORN,34.840,13422
05:25:25,WORN,34.840,13222
05:25:30,WORN,34.840,13075
05:25:35,WORN,34.840,12979
05:25:40,WORN,34.840,12979
05:25:45,WORN,34.840,12744
05:25:46,WORN,34.890,12744
05:25:50,WORN,34.890,12653
05:25:55,WORN,34.890,12607
05:26:00,WORN,34.890,12429
05:26:05,WORN,34.890,12385
05:26:10,WORN,34.890,12255
05:26:15,WORN,34.890,12128
05:26:16,WORN,34.920,12128
05:26:20,WORN,34.920,12128
05:26:25,WORN,34.920,11962
05:26:30,WORN,34.920,11921
05:26:35,WORN,34.920,11681
05:26:40,WORN,34.920,11603
05:26:45,WORN,34.920,11603
05:26:46,WORN,34.980,11603
05:26:49,WORN,34.980,11412
05:26:55,WORN,34.980,11412
05:27:00,WORN,34.980,11337
05:27:04,WORN,34.980,11190
05:27:10,WORN,34.980,11190
05:27:15,WORN,34.980,11118
05:27:16,WORN,35.030,11118
05:27:19,WORN,35.030,10976
05:27:25,WORN,35.030,10941
05:27:30,WORN,35.030,10906
05:27:34,WORN,35.030,10804
05:27:39,WORN,35.030,10702
05:27:45,WORN,35.030,10636
05:27:46,WORN,35.090,10636
05:27:49,WORN,35.090,10669
05:27:54,WORN,35.090,10570
05:28:00,WORN,35.090,10505
05:28:04,WORN,35.090,10409
05:28:09,WORN,35.090,10346
05:28:15,WORN,35.090,10283
05:28:16,WORN,35.130,10283
05:28:19,WORN,35.130,10283
05:28:24,WORN,35.130,10191
05:28:29,WORN,35.130,10070
05:28:34,WORN,35.130,10010
05:28:39,WORN,35.130,9951
05:28:44,WORN,35.130,9893
05:28:46,WORN,35.160,9893
05:28:49,WORN,35.160,9893
05:28:54,WORN,35.160,9864
05:28:59,WORN,35.160,9778
05:29:10,WORN,35.160,9722
05:29:10,WORN,35.160,9666
05:29:14,WORN,35.160,9611
05:29:17,WORN,35.220,9611
05:29:19,WORN,35.220,9529
05:29:24,WORN,35.220,9475
05:29:29,WORN,35.220,9422
05:29:34,WORN,35.220,9369
05:29:39,WORN,35.220,9317
05:29:44,WORN,35.220,9291
05:29:47,WORN,35.260,9291
05:29:49,WORN,35.260,9214
05:29:54,WORN,35.260,9189
05:29:59,WORN,35.260,9138
05:30:04,WORN,35.260,9088
05:30:09,WORN,35.260,9039
05:30:14,WORN,35.260,8990
05:30:17,WORN,35.300,8990
05:30:19,WORN,35.300,8941
05:30:24,WORN,35.300,8917
05:30:29,WORN,35.300,8869
05:30:34,WORN,35.300,8869
05:30:39,WORN,35.300,8822
05:30:44,WORN,35.300,8775
05:30:47,WORN,35.330,8775
05:30:49,WORN,35.330,8729
05:30:54,WORN,35.330,8637
05:30:59,WORN,35.330,8592
05:31:04,WORN,35.330,8547
05:31:09,WORN,35.330,8525
05:31:13,WORN,35.330,8525
05:31:17,WORN,35.370,8525
05:31:19,WORN,35.370,8503
05:31:24,WORN,35.370,8437
05:31:28,WORN,35.370,8351
05:31:34,WORN,35.370,8309
05:31:39,WORN,35.370,8266
05:31:43,WORN,35.370,8287
05:31:47,WORN,35.390,8287
05:31:49,WORN,35.390,8266
05:31:54,WORN,35.390,8163
05:31:58,WORN,35.390,8122
05:32:03,WORN,35.390,8102
05:32:09,WORN,35.390,8122
05:32:13,WORN,35.390,8041
05:32:17,WORN,35.420,8041
05:32:18,WORN,35.420,7982
05:32:24,WORN,35.420,7943
05:32:28,WORN,35.420,7943
05:32:33,WORN,35.420,7943
05:32:39,WORN,35.420,7885
05:32:43,WORN,35.420,7789
05:32:47,WORN,35.440,7789
05:32:48,WORN,35.440,7752
05:32:53,WORN,35.440,7770
05:32:58,WORN,35.440,7733
05:33:03,WORN,35.440,7659
05:33:08,WORN,35.440,7623
05:33:13,WORN,35.440,7677
05:33:18,WORN,35.460,7677
05:33:18,WORN,35.460,7569
05:33:23,WORN,35.460,7551
05:33:28,WORN,35.460,7569
05:33:33,WORN,35.460,7515
05:33:38,WORN,35.460,7445
05:33:43,WORN,35.460,7480
05:33:48,WORN,35.490,7480
05:33:48,WORN,35.490,7410
05:33:53,WORN,35.490,7376
05:33:58,WORN,35.490,7359
05:34:03,WORN,35.490,7359
05:34:08,WORN,35.490,7274
05:34:13,WORN,35.490,7291
05:34:18,WORN,35.510,7291
05:34:18,WORN,35.510,7258
05:34:23,WORN,35.510,7192
05:34:28,WORN,35.510,7224
05:34:33,WORN,35.510,7143
05:34:38,WORN,35.510,7110
05:34:43,WORN,35.510,7126
05:34:48,WORN,35.530,7126
05:34:48,WORN,35.530,7062
05:34:53,WORN,35.530,7094
05:34:58,WORN,35.530,7015
05:35:03,WORN,35.530,7047
05:35:08,WORN,35.530,6968
05:35:13,WORN,35.530,6968
05:35:18,WORN,35.530,6922
05:35:18,WORN,35.560,6922
05:35:22,WORN,35.560,6892
05:35:28,WORN,35.560,6922
05:35:33,WORN,35.560,6846
05:35:37,WORN,35.560,6876
05:35:43,WORN,35.560,6801
05:35:48,WORN,35.560,6801
05:35:48,WORN,35.560,6801
05:35:52,WORN,35.560,6772
05:35:58,WORN,35.560,6757
05:36:03,WORN,35.560,6713
05:36:07,WORN,35.560,6728
05:36:12,WORN,35.560,6670
05:36:18,WORN,35.560,6684
05:36:18,WORN,35.580,6684
05:36:22,WORN,35.580,6627
05:36:27,WORN,35.580,6613
05:36:33,WORN,35.580,6613
05:36:37,WORN,35.580,6571
05:36:42,WORN,35.580,6599
05:36:48,WORN,35.580,6529
05:36:48,WORN,35.590,6529
05:36:52,WORN,35.590,6557
05:36:57,WORN,35.590,6488
05:37:02,WORN,35.590,6515
05:37:07,WORN,35.590,6447
05:37:12,WORN,35.590,6474
05:37:17,WORN,35.590,6420
05:37:18,WORN,35.600,6420
05:37:22,WORN,35.600,6393
05:37:27,WORN,35.600,6420
05:37:32,WORN,35.600,6340
05:37:37,WORN,35.600,6393
05:37:42,WORN,35.600,6314
05:37:47,WORN,35.600,6353
05:37:48,WORN,35.600,6353
05:37:52,WORN,35.600,6275
05:37:57,WORN,35.600,6275
05:38:02,WORN,35.600,6301
05:38:07,WORN,35.600,6236
05:38:12,WORN,35.600,6275
05:38:17,WORN,35.600,6198
05:38:18,WORN,35.630,6198
05:38:22,WORN,35.630,6236
05:38:27,WORN,35.630,6160
05:38:32,WORN,35.630,6173
05:38:43,WORN,35.630,6148
05:38:43,WORN,35.630,6111
05:38:47,WORN,35.630,6135
05:38:48,WORN,35.640,6135
05:38:52,WORN,35.640,6074
05:38:57,WORN,35.640,6111
05:39:02,WORN,35.640,6025
05:39:07,WORN,35.640,6037
05:39:12,WORN,35.640,6037
05:39:17,WORN,35.640,5977
05:39:18,WORN,35.640,5977
05:39:22,WORN,35.640,6013
05:39:27,WORN,35.640,5942
05:39:32,WORN,35.640,5977
05:39:37,WORN,35.640,5942
05:39:42,WORN,35.640,5895
05:39:46,WORN,35.640,5930
05:39:48,WORN,35.650,5930
05:39:52,WORN,35.650,5860
05:39:57,WORN,35.650,5895
05:40:01,WORN,35.650,5838
05:40:07,WORN,35.650,5815
05:40:12,WORN,35.650,5849
05:40:16,WORN,35.650,5781
05:40:19,WORN,35.660,5781
05:40:22,WORN,35.660,5815
05:40:27,WORN,35.660,5781
05:40:31,WORN,35.660,5736
05:40:36,WORN,35.660,5770
05:40:42,WORN,35.660,5703
05:40:46,WORN,35.660,5692
05:40:49,WORN,35.700,5692
05:40:51,WORN,35.700,5725
05:40:57,WORN,35.700,5660
05:41:01,WORN,35.700,5649
05:41:06,WORN,35.700,5681
05:41:12,WORN,35.700,5638
05:41:16,WORN,35.700,5595
05:41:19,WORN,35.700,5595
05:41:21,WORN,35.700,5638
05:41:26,WORN,35.700,5606
05:41:31,WORN,35.700,5564
05:41:36,WORN,35.700,5585
05:41:41,WORN,35.700,5564
05:41:46,WORN,35.700,5522
05:41:49,WORN,35.710,5522
05:41:51,WORN,35.710,5553
05:41:56,WORN,35.710,5511
05:42:01,WORN,35.710,5481
05:42:06,WORN,35.710,5511
05:42:11,WORN,35.710,5450
05:42:16,WORN,35.710,5440
05:42:19,WORN,35.710,5440
05:42:21,WORN,35.710,5481
05:42:26,WORN,35.710,5430
05:42:31,WORN,35.710,5399
05:42:36,WORN,35.710,5420
05:42:41,WORN,35.710,5420
05:42:46,WORN,35.710,5360
05:42:49,WORN,35.720,5360
05:42:51,WORN,35.720,5390
05:42:56,WORN,35.720,5370
05:43:01,WORN,35.720,5311
05:43:06,WORN,35.720,5301
05:43:11,WORN,35.720,5340
05:43:16,WORN,35.720,5272
05:43:19,WORN,35.740,5272
05:43:21,WORN,35.740,5262
05:43:26,WORN,35.740,5291
05:43:31,WORN,35.740,5262
05:43:36,WORN,35.740,5224
05:43:41,WORN,35.740,5234
05:43:46,WORN,35.740,5243
05:43:49,WORN,35.740,5243
05:43:51,WORN,35.740,5177
05:43:55,WORN,35.740,5177
05:44:01,WORN,35.740,5206
05:44:06,WORN,35.740,5177
05:44:10,WORN,35.740,5140
05:44:16,WORN,35.740,5150
05:44:19,WORN,35.740,5150
05:44:21,WORN,35.740,5159
05:44:25,WORN,35.740,5104
05:44:31,WORN,35.740,5095
05:44:36,WORN,35.740,5131
05:44:40,WORN,35.740,5095
05:44:45,WORN,35.740,5059
05:44:49,WORN,35.770,5059
05:44:51,WORN,35.770,5077
05:44:55,WORN,35.770,5077
05:45:00,WORN,35.770,5032
05:45:06,WORN,35.770,5023
05:45:10,WORN,35.770,5050
05:45:15,WORN,35.770,5041
05:45:19,WORN,35.770,5041
05:45:21,WORN,35.770,4988
05:45:25,WORN,35.770,4979
05:45:30,WORN,35.770,5014
05:45:35,WORN,35.770,4997
05:45:40,WORN,35.770,4953
05:45:45,WORN,35.770,4944
05:45:49,WORN,35.770,4944
05:45:50,WORN,35.770,4979
05:45:55,WORN,35.770,4927
05:46:00,WORN,35.770,4910
05:46:05,WORN,35.770,4910
05:46:10,WORN,35.770,4936
05:46:15,WORN,35.770,4919
05:46:19,WORN,35.790,4919
05:46:20,WORN,35.790,4868
05:46:25,WORN,35.790,4868
05:46:30,WORN,35.790,4902
05:46:35,WORN,35.790,4885
05:46:40,WORN,35.790,4843
05:46:45,WORN,35.790,4818
05:46:49,WORN,35.790,4818
05:46:50,WORN,35.790,4859
05:46:55,WORN,35.790,4843
05:47:00,WORN,35.790,4793
05:47:05,WORN,35.790,4793
05:47:10,WORN,35.790,4826
05:47:15,WORN,35.790,4801
05:47:19,WORN,35.790,4801
05:47:20,WORN,35.790,4760
05:47:25,WORN,35.790,4752
05:47:30,WORN,35.790,4785
05:47:35,WORN,35.790,4777
05:47:40,WORN,35.790,4728
05:47:45,WORN,35.790,4720
05:47:51,WORN,35.790,4720
05:47:51,WORN,35.790,4752
05:47:55,WORN,35.790,4752
05:48:00,WORN,35.790,4736
05:48:04,WORN,35.790,4688
05:48:10,WORN,35.790,4680
05:48:15,WORN,35.790,4680
05:48:19,WORN,35.790,4712
05:48:20,WORN,35.790,4712
05:48:25,WORN,35.790,4696
05:48:30,WORN,35.790,4649
05:48:34,WORN,35.790,4649
05:48:40,WORN,35.790,4641
05:48:45,WORN,35.790,4673
05:48:49,WORN,35.790,4657
05:48:50,WORN,35.800,4657
05:48:54,WORN,35.800,4618
05:49:00,WORN,35.800,4603
05:49:04,WORN,35.800,4603
05:49:09,WORN,35.800,4634
05:49:15,WORN,35.800,4603
05:49:19,WORN,35.800,4580
05:49:20,WORN,35.820,4580
05:49:24,WORN,35.820,4572
05:49:30,WORN,35.820,4580
05:49:34,WORN,35.820,4550
05:49:39,WORN,35.820,4542
05:49:45,WORN,35.820,4557
05:49:49,WORN,35.820,4512
05:49:50,WORN,35.820,4512
05:49:54,WORN,35.820,4505
05:49:59,WORN,35.820,4490
05:50:04,WORN,35.820,4520
05:50:09,WORN,35.820,4505
05:50:14,WORN,35.820,4475
05:50:19,WORN,35.820,4461
05:50:20,WORN,35.820,4461
05:50:24,WORN,35.820,4461
05:50:29,WORN,35.820,4490
05:50:34,WORN,35.820,4475
05:50:39,WORN,35.820,4432
05:50:44,WORN,35.820,4425
05:50:49,WORN,35.820,4425
05:50:50,WORN,35.820,4425
05:50:54,WORN,35.820,4454
05:50:59,WORN,35.820,4439
05:51:04,WORN,35.820,4396
05:51:09,WORN,35.820,4389
05:51:14,WORN,35.820,4382
05:51:19,WORN,35.820,4417
05:51:21,WORN,35.820,4417
05:51:24,WORN,35.820,4396
05:51:29,WORN,35.820,4361
05:51:34,WORN,35.820,4354
05:51:39,WORN,35.820,4347
05:51:44,WORN,35.820,4382
05:51:49,WORN,35.820,4375
05:51:51,WORN,35.820,4375
05:51:54,WORN,35.820,4333
05:51:59,WORN,35.820,4319
05:52:04,WORN,35.820,4319
05:52:09,WORN,35.820,4347
05:52:14,WORN,35.820,4333
05:52:19,WORN,35.820,4285
05:52:21,WORN,35.840,4285
05:52:24,WORN,35.840,4298
05:52:28,WORN,35.840,4305
05:52:34,WORN,35.840,4285
05:52:39,WORN,35.840,4251
05:52:43,WORN,35.840,4251
05:52:49,WORN,35.840,4244
05:52:51,WORN,35.840,4244
05:52:54,WORN,35.840,4271
05:52:58,WORN,35.840,4258
05:53:04,WORN,35.840,4217
05:53:09,WORN,35.840,4217
05:53:13,WORN,35.840,4211
05:53:18,WORN,35.840,4237
05:53:21,WORN,35.850,4237
05:53:24,WORN,35.850,4231
05:53:28,WORN,35.850,4211
05:53:33,WORN,35.850,4184
05:53:39,WORN,35.850,4178
05:53:43,WORN,35.850,4171
05:53:48,WORN,35.850,4197
05:53:51,WORN,35.850,4197
05:53:54,WORN,35.850,4191
05:53:58,WORN,35.850,4165
05:54:03,WORN,35.850,4139
05:54:09,WORN,35.850,4139
05:54:13,WORN,35.850,4132
05:54:18,WORN,35.850,4165
05:54:21,WORN,35.850,4165
05:54:23,WORN,35.850,4158
05:54:28,WORN,35.850,4132
05:54:33,WORN,35.850,4107
05:54:38,WORN,35.850,4107
05:54:43,WORN,35.850,4100
05:54:48,WORN,35.850,4126
05:54:51,WORN,35.860,4126
05:54:53,WORN,35.860,4126
05:54:58,WORN,35.860,4107
05:55:03,WORN,35.860,4075
05:55:08,WORN,35.860,4075
05:55:13,WORN,35.860,4069
05:55:18,WORN,35.860,4063
05:55:21,WORN,35.860,4063
05:55:23,WORN,35.860,4088
05:55:28,WORN,35.860,4088
05:55:33,WORN,35.860,4069
05:55:38,WORN,35.860,4044
05:55:43,WORN,35.860,4038
05:55:48,WORN,35.860,4031
05:55:51,WORN,35.860,4031
05:55:53,WORN,35.860,4031
05:55:58,WORN,35.860,4056
05:56:03,WORN,35.860,4050
05:56:08,WORN,35.860,4031
05:56:13,WORN,35.860,4007
05:56:18,WORN,35.860,4001
05:56:21,WORN,35.860,4001
05:56:23,WORN,35.860,3989
05:56:28,WORN,35.860,4019
05:56:33,WORN,35.860,4013
05:56:37,WORN,35.860,3982
05:56:43,WORN,35.860,3970
05:56:48,WORN,35.860,3964
05:56:51,WORN,35.870,3964
05:56:52,WORN,35.870,3958
05:56:58,WORN,35.870,3964
05:57:03,WORN,35.870,3976
05:57:07,WORN,35.870,3970
05:57:13,WORN,35.870,3964
05:57:18,WORN,35.870,3940
05:57:21,WORN,35.890,3940
05:57:22,WORN,35.890,3923
05:57:27,WORN,35.890,3917
05:57:33,WORN,35.890,3917
05:57:37,WORN,35.890,3929
05:57:42,WORN,35.890,3940
05:57:48,WORN,35.890,3929
05:57:51,WORN,35.890,3929
05:57:52,WORN,35.890,3899
05:57:57,WORN,35.890,3659
05:58:03,WORN,35.890,3546
05:58:07,WORN,35.890,3841
05:58:12,WORN,35.890,3989
05:58:17,WORN,35.890,4050
05:58:21,WORN,35.860,4050
05:58:22,WORN,35.860,4069
05:58:27,WORN,35.860,4088
05:58:32,WORN,35.860,4069
05:58:37,WORN,35.860,4069
05:58:42,WORN,35.860,4069
05:58:47,WORN,35.860,4069
05:58:52,WORN,35.840,4069
05:58:53,WORN,35.840,4063
05:58:57,WORN,35.840,4056
05:59:02,WORN,35.840,4069
05:59:07,WORN,35.840,4075
05:59:12,WORN,35.840,4044
05:59:17,WORN,35.840,4025
05:59:22,WORN,35.850,4025
05:59:22,WORN,35.850,4050
05:59:27,WORN,35.850,4013
05:59:32,WORN,35.850,4025
05:59:37,WORN,35.850,4007
05:59:42,WORN,35.850,4031
05:59:47,WORN,35.850,3995
05:59:52,WORN,35.860,3995
05:59:52,WORN,35.860,4001
05:59:57,WORN,35.860,3989
06:00:02,WORN,35.860,3976
06:00:07,WORN,35.860,3964
06:00:12,WORN,35.860,3929
06:00:17,WORN,35.860,3995
06:00:22,WORN,35.860,3976
06:00:22,WORN,35.890,3976
06:00:27,WORN,35.890,3929
06:00:32,WORN,35.890,3940
06:00:37,WORN,35.890,3905
06:00:42,WORN,35.890,3929
06:00:47,WORN,35.890,3899
06:00:52,WORN,35.890,3893
06:00:52,WORN,35.860,3893
06:00:57,WORN,35.860,3917
06:01:01,WORN,35.860,3882
06:01:07,WORN,35.860,3876
06:01:12,WORN,35.860,3905
06:01:16,WORN,35.860,3899
06:01:22,WORN,35.860,3864
06:01:22,WORN,35.840,3864
06:01:27,WORN,35.840,3858
06:01:31,WORN,35.840,3882
06:01:37,WORN,35.840,3876
06:01:42,WORN,35.840,3847
06:01:46,WORN,35.840,3847
06:01:51,WORN,35.840,3870
06:01:52,WORN,35.840,3870
06:01:57,WORN,35.840,3858
06:02:01,WORN,35.840,3830
06:02:06,WORN,35.840,3824
06:02:12,WORN,35.840,3835
06:02:16,WORN,35.840,3847
06:02:21,WORN,35.840,3813
06:02:22,WORN,35.840,3813
06:02:27,WORN,35.840,3807
06:02:31,WORN,35.840,3807
06:02:36,WORN,35.840,3830
06:02:41,WORN,35.840,3813
06:02:46,WORN,35.840,3796
06:02:51,WORN,35.840,3790
06:02:52,WORN,35.840,3790
06:02:56,WORN,35.840,3785
06:03:01,WORN,35.840,3801
06:03:06,WORN,35.840,3807
06:03:11,WORN,35.840,3790
06:03:16,WORN,35.840,3773
06:03:21,WORN,35.840,3768
06:03:22,WORN,35.840,3768
06:03:26,WORN,35.840,3768
06:03:31,WORN,35.840,3790
06:03:36,WORN,35.840,3790
06:03:41,WORN,35.840,3779
06:03:46,WORN,35.840,3751
06:03:51,WORN,35.840,3746
06:03:52,WORN,35.850,3746
06:03:56,WORN,35.850,3746
06:04:01,WORN,35.850,3768
06:04:06,WORN,35.850,3762
06:04:11,WORN,35.850,3740
06:04:16,WORN,35.850,3729
06:04:21,WORN,35.850,3729
06:04:22,WORN,35.860,3729
06:04:26,WORN,35.860,3740
06:04:31,WORN,35.860,3746
06:04:36,WORN,35.860,3746
06:04:41,WORN,35.860,3713
06:04:46,WORN,35.860,3708
06:04:51,WORN,35.860,3708
06:04:52,WORN,35.860,3708
06:04:56,WORN,35.860,3708
06:05:01,WORN,35.860,3724
06:05:06,WORN,35.860,3718
06:05:10,WORN,35.860,3697
06:05:16,WORN,35.860,3686
06:05:21,WORN,35.860,3686
06:05:22,WORN,35.890,3686
06:05:25,WORN,35.890,3681
06:05:31,WORN,35.890,3702
06:05:36,WORN,35.890,3697
06:05:40,WORN,35.890,3691
06:05:46,WORN,35.890,3665
06:05:51,WORN,35.890,3665
06:05:53,WORN,35.890,3665
06:05:55,WORN,35.890,3659
06:06:00,WORN,35.890,3665
06:06:06,WORN,35.890,3681
06:06:10,WORN,35.890,3675
06:06:15,WORN,35.890,3665
06:06:21,WORN,35.890,3643
06:06:23,WORN,35.890,3643
06:06:25,WORN,35.890,3643
06:06:31,WORN,35.890,3633
06:06:36,WORN,35.890,3633
06:06:40,WORN,35.890,3659
06:06:45,WORN,35.890,3654
06:06:50,WORN,35.890,3643
06:06:53,WORN,35.890,3643
06:06:55,WORN,35.890,3617
06:07:00,WORN,35.890,3617
06:07:05,WORN,35.890,3617
06:07:10,WORN,35.890,3607
06:07:18,WORN,35.890,3623
06:07:20,WORN,35.890,3633
06:07:23,WORN,35.910,3633
06:07:25,WORN,35.910,3623
06:07:30,WORN,35.910,3612
06:07:35,WORN,35.910,3602
06:07:40,WORN,35.910,3591
06:07:45,WORN,35.910,3597
06:07:50,WORN,35.910,3597
06:07:53,WORN,35.910,3597
06:07:55,WORN,35.910,3597
06:08:00,WORN,35.910,3591
06:08:05,WORN,35.910,3612
06:08:10,WORN,35.910,3602
06:08:15,WORN,35.910,3607
06:08:20,WORN,35.910,3591
06:08:23,WORN,35.920,3591
06:08:25,WORN,35.920,3571
06:08:30,WORN,35.920,3571
06:08:35,WORN,35.920,3571
06:08:40,WORN,35.920,3566
06:08:45,WORN,35.920,3566
06:08:50,WORN,35.920,3581
06:08:53,WORN,35.930,3581
06:08:55,WORN,35.930,3581
06:09:00,WORN,35.930,3576
06:09:05,WORN,35.930,3566
06:09:10,WORN,35.930,3551
06:09:15,WORN,35.930,3546
06:09:19,WORN,35.930,3546
06:09:23,WORN,35.920,3546
06:09:25,WORN,35.920,3541
06:09:30,WORN,35.920,3541
06:09:34,WORN,35.920,3561
06:09:40,WORN,35.920,3556
06:09:45,WORN,35.920,3551
06:09:49,WORN,35.920,3551
06:09:54,WORN,35.930,3551
06:09:55,WORN,35.930,3520
06:10:00,WORN,35.930,3515
06:10:04,WORN,35.930,3515
06:10:10,WORN,35.930,3515
06:10:15,WORN,35.930,3511
06:10:19,WORN,35.930,3535
06:10:24,WORN,35.930,3535
06:10:24,WORN,35.930,3530
06:10:30,WORN,35.930,3525
06:10:34,WORN,35.930,3520
06:10:39,WORN,35.930,3511
06:10:45,WORN,35.930,3491
06:10:49,WORN,35.930,3486
06:10:54,WORN,35.930,3486
06:10:54,WORN,35.930,3486
