fasfasf
Time Stamp,UV Index (0-4),Brightness(lux),Air Temperature,Air Pressure(hPa)
00:24:47,0,0,32.014583333333334,1017.753
00:24:47,0,0,32.014583333333334,1017.719
00:24:47,0,0,32.014583333333334,1017.719
00:24:48,0,0,32.014583333333334,1017.719
00:24:48,0,0,32.00833333333333,1017.766
00:24:48,0,0,32.00833333333333,1017.766
00:24:49,0,0,32.00833333333333,1017.766
00:24:49,0,0,32.010416666666664,1017.679
00:24:49,0,0,32.010416666666664,1017.679
00:24:50,0,0,32.010416666666664,1017.679
00:24:50,0,0,32.0125,1017.759
00:24:50,0,0,32.0125,1017.759
00:24:51,0,0,32.0125,1017.759
00:24:51,0,0,32.016666666666666,1017.737
00:24:51,0,0,32.016666666666666,1017.737
00:24:52,0,0,32.016666666666666,1017.737
00:24:52,0,0,32.010416666666664,1017.682
00:24:52,0,0,32.010416666666664,1017.682
00:24:53,0,0,32.010416666666664,1017.682
00:24:53,0,0,32.0125,1017.752
00:24:53,0,0,32.0125,1017.752
00:24:54,0,0,32.0125,1017.752
00:24:54,0,0,32.010416666666664,1017.769
00:24:54,0,0,32.010416666666664,1017.769
00:24:55,0,0,32.010416666666664,1017.769
00:24:55,0,0,32.0125,1017.746
00:24:55,0,0,32.0125,1017.746
00:24:56,0,0,32.0125,1017.746
00:24:56,0,0,32.014583333333334,1017.750
00:24:56,0,0,32.014583333333334,1017.750
00:24:57,0,0,32.014583333333334,1017.750
00:24:57,0,0,32.014583333333334,1017.756
00:24:57,0,0,32.014583333333334,1017.756
00:24:58,0,0,32.014583333333334,1017.756
00:24:58,0,0,32.020833333333336,1017.837
00:24:58,0,0,32.020833333333336,1017.837
00:24:59,0,0,32.020833333333336,1017.837
00:24:59,0,0,32.020833333333336,1017.822
00:24:59,0,0,32.020833333333336,1017.822
00:25:00,0,0,32.020833333333336,1017.822
00:25:00,0,0,32.025,1017.766
00:25:00,0,0,32.025,1017.766
00:25:01,0,0,32.025,1017.766
00:25:01,0,0,32.01875,1017.750
00:25:01,0,0,32.01875,1017.750
00:25:02,0,0,32.01875,1017.750
